city,temperature,feels_like,humidity,wind_speed,description,timestamp
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:49:43
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:49:43
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:49:43
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:50:13
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:50:13
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:50:13
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:50:13
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:50:13
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:50:13
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:50:13
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:50:13
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:50:43
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:50:43
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:50:44
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:50:44
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:50:44
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:50:44
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:50:44
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:50:44
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:51:14
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:51:14
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:51:14
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:51:14
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:51:14
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:51:14
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:51:14
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:51:15
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:51:45
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:51:45
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:51:45
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:51:45
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:51:45
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:51:45
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:51:45
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:51:45
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:52:15
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:52:15
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:52:15
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:52:15
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:52:16
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:52:16
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:52:16
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:52:16
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:52:46
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:52:46
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:52:46
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:52:46
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:52:46
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:52:46
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:52:46
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:52:46
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:53:17
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:53:17
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:53:17
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:53:17
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:53:17
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:53:17
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:53:17
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:53:17
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:53:47
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:53:47
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:53:47
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:53:47
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:53:47
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 15:53:48
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:53:48
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 15:53:48
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:54:18
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:54:18
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:54:18
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:54:18
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 15:54:18
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 15:54:18
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 15:54:18
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 15:54:18
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:54:48
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:54:49
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 15:54:49
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:54:49
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 15:54:49
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 15:54:49
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 15:54:49
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 15:54:49
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:55:19
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:55:19
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 15:55:19
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:55:19
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 15:55:19
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 15:55:19
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 15:55:20
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 15:55:20
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:55:50
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:55:50
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 15:55:50
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:55:50
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 15:55:50
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 15:55:50
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 15:55:50
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 15:55:50
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:56:20
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:56:20
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 15:56:21
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:56:21
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 15:56:21
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 15:56:21
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 15:56:21
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 15:56:21
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:56:51
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:56:51
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 15:56:51
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:56:51
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 15:56:51
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 15:56:51
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 15:56:51
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 15:56:52
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:57:22
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:57:22
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 15:57:22
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:57:22
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 15:57:22
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 15:57:22
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 15:57:22
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 15:57:22
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:57:52
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:57:52
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 15:57:52
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:57:52
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 15:57:53
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 15:57:53
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 15:57:53
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 15:57:53
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:58:23
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:58:23
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 15:58:23
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:58:23
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 15:58:23
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 15:58:23
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 15:58:23
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 15:58:23
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:58:53
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:58:54
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 15:58:54
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:58:54
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 15:58:54
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 15:58:54
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 15:58:54
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 15:58:54
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:59:24
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:59:24
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 15:59:24
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:59:24
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 15:59:24
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 15:59:25
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 15:59:26
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 15:59:26
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:59:56
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:59:56
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 15:59:56
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:59:56
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 15:59:56
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 15:59:56
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 15:59:56
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 15:59:56
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:00:26
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 16:00:26
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 16:00:27
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 16:00:27
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 16:00:27
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:00:27
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 16:00:28
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 16:00:28
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:00:58
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 16:00:58
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 16:00:58
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 16:00:58
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 16:00:58
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:00:58
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 16:00:58
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 16:00:59
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:01:29
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 16:01:29
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 16:01:29
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 16:01:29
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 16:01:29
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:01:29
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 16:01:29
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 16:01:29
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:01:59
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 16:01:59
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 16:01:59
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 16:01:59
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 16:02:00
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:02:00
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 16:02:00
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 16:02:00
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:02:30
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 16:02:30
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 16:02:30
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 16:02:30
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 16:02:30
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:02:30
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 16:02:30
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 16:02:30
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:03:00
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 16:03:01
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 16:03:01
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 16:03:01
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 16:03:01
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:03:01
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 16:03:01
Hyderabad,28.41,29.35,54,6.25,overcast clouds,2025-09-04 16:03:01
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:03:31
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 16:03:31
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 16:03:31
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 16:03:31
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 16:03:31
Chennai,31.31,36.91,65,6.64,overcast clouds,2025-09-04 16:03:31
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 16:03:32
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:03:32
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:04:02
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 16:04:02
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 16:04:02
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 16:04:02
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 16:04:02
Chennai,31.31,36.91,65,6.64,overcast clouds,2025-09-04 16:04:02
Kolkata,31.96,38.89,66,5.59,broken clouds,2025-09-04 16:04:02
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:04:02
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:04:32
Mumbai,27.01,29.48,77,3.79,overcast clouds,2025-09-04 16:04:32
Pune,23.98,24.57,82,4.23,overcast clouds,2025-09-04 16:04:32
Nagpur,26.7,29.16,81,6.21,overcast clouds,2025-09-04 16:04:33
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 16:04:33
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:04:33
Kolkata,31.04,37.4,69,5.5,broken clouds,2025-09-04 16:04:33
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:04:33
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:05:03
Mumbai,27.01,29.48,77,3.79,overcast clouds,2025-09-04 16:05:03
Pune,23.95,24.57,83,3.93,overcast clouds,2025-09-04 16:05:03
Nagpur,26.7,29.16,81,6.21,overcast clouds,2025-09-04 16:05:03
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 16:05:03
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:05:03
Kolkata,31.04,37.4,69,5.5,broken clouds,2025-09-04 16:05:03
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:05:03
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:05:34
Mumbai,27.01,29.48,77,3.79,overcast clouds,2025-09-04 16:05:34
Pune,23.95,24.57,83,3.93,overcast clouds,2025-09-04 16:05:34
Nagpur,26.7,29.16,81,6.21,overcast clouds,2025-09-04 16:05:34
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 16:05:34
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:05:34
Kolkata,31.04,37.4,69,5.5,broken clouds,2025-09-04 16:05:34
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:05:34
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:06:04
Mumbai,27.01,29.48,77,3.79,overcast clouds,2025-09-04 16:06:04
Pune,23.95,24.57,83,3.93,overcast clouds,2025-09-04 16:06:04
Nagpur,26.7,29.16,81,6.21,overcast clouds,2025-09-04 16:06:04
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 16:06:04
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:06:04
Kolkata,31.04,37.4,69,5.5,broken clouds,2025-09-04 16:06:05
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:06:05
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:06:35
Mumbai,27.01,29.48,77,3.79,overcast clouds,2025-09-04 16:06:35
Pune,23.95,24.57,83,3.93,overcast clouds,2025-09-04 16:06:35
Nagpur,26.7,29.16,81,6.21,overcast clouds,2025-09-04 16:06:35
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 16:06:35
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:06:35
Kolkata,31.04,37.4,69,5.5,broken clouds,2025-09-04 16:06:35
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:06:35
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:07:05
Mumbai,27.01,29.48,77,3.79,overcast clouds,2025-09-04 16:07:05
Pune,23.95,24.57,83,3.93,overcast clouds,2025-09-04 16:07:05
Nagpur,26.7,29.16,81,6.21,overcast clouds,2025-09-04 16:07:06
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 16:07:06
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:07:06
Kolkata,31.04,37.4,69,5.5,broken clouds,2025-09-04 16:07:06
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:07:06
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:07:36
Mumbai,27.01,29.48,77,3.79,overcast clouds,2025-09-04 16:07:36
Pune,23.95,24.57,83,3.93,overcast clouds,2025-09-04 16:07:36
Nagpur,26.7,29.16,81,6.21,overcast clouds,2025-09-04 16:07:36
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 16:07:36
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:07:36
Kolkata,31.04,37.4,69,5.5,broken clouds,2025-09-04 16:07:36
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:07:36
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:08:07
Mumbai,27.01,29.48,77,3.79,overcast clouds,2025-09-04 16:08:07
Pune,23.95,24.57,83,3.93,overcast clouds,2025-09-04 16:08:07
Nagpur,26.7,29.16,81,6.21,overcast clouds,2025-09-04 16:08:07
Bangalore,26.48,26.48,69,5.3,overcast clouds,2025-09-04 16:08:07
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:08:07
Kolkata,31.04,37.4,69,5.5,broken clouds,2025-09-04 16:08:07
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:08:07
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 16:08:37
Mumbai,27.01,29.48,77,3.79,overcast clouds,2025-09-04 16:08:37
Pune,23.95,24.57,83,3.93,overcast clouds,2025-09-04 16:08:37
Nagpur,26.7,29.16,81,6.21,overcast clouds,2025-09-04 16:08:37
Bangalore,26.48,26.48,69,5.3,overcast clouds,2025-09-04 16:08:37
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:08:37
Kolkata,31.04,37.4,69,5.5,broken clouds,2025-09-04 16:08:38
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:08:38
Delhi,31.03,36.51,66,3.0,broken clouds,2025-09-04 16:09:08
Mumbai,27.01,29.48,77,3.79,overcast clouds,2025-09-04 16:09:08
Pune,23.95,24.57,83,3.93,overcast clouds,2025-09-04 16:09:08
Nagpur,26.7,29.16,81,6.21,overcast clouds,2025-09-04 16:09:08
Bangalore,26.48,26.48,69,5.3,overcast clouds,2025-09-04 16:09:08
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:09:08
Kolkata,31.04,37.4,69,5.5,broken clouds,2025-09-04 16:09:08
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:09:08
Delhi,31.03,36.51,66,3.0,broken clouds,2025-09-04 16:09:38
Mumbai,27.01,29.48,77,3.79,overcast clouds,2025-09-04 16:09:38
Pune,23.95,24.57,83,3.93,overcast clouds,2025-09-04 16:09:38
Nagpur,26.7,29.16,81,6.21,overcast clouds,2025-09-04 16:09:39
Bangalore,26.48,26.48,69,5.3,overcast clouds,2025-09-04 16:09:39
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:09:39
Kolkata,31.04,37.4,69,5.5,broken clouds,2025-09-04 16:09:39
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:09:39
Delhi,31.03,36.51,66,3.0,broken clouds,2025-09-04 16:10:09
Mumbai,27.01,29.48,77,3.79,overcast clouds,2025-09-04 16:10:09
Pune,23.95,24.57,83,3.93,overcast clouds,2025-09-04 16:10:09
Nagpur,26.7,29.16,81,6.21,overcast clouds,2025-09-04 16:10:09
Bangalore,26.48,26.48,69,5.3,overcast clouds,2025-09-04 16:10:09
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:10:09
Kolkata,31.04,37.4,69,5.5,broken clouds,2025-09-04 16:10:09
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:10:09
Delhi,31.03,36.51,66,3.0,broken clouds,2025-09-04 16:10:40
Mumbai,27.01,29.48,77,3.79,overcast clouds,2025-09-04 16:10:40
Pune,23.95,24.57,83,3.93,overcast clouds,2025-09-04 16:10:40
Nagpur,26.7,29.16,81,6.21,overcast clouds,2025-09-04 16:10:40
Bangalore,26.48,26.48,69,5.3,overcast clouds,2025-09-04 16:10:40
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:10:40
Kolkata,31.04,37.4,69,5.5,broken clouds,2025-09-04 16:10:40
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:10:40
Delhi,31.03,36.51,66,3.0,broken clouds,2025-09-04 16:11:10
Mumbai,27.01,29.48,77,3.79,overcast clouds,2025-09-04 16:11:10
Pune,23.95,24.57,83,3.93,overcast clouds,2025-09-04 16:11:10
Nagpur,26.7,29.16,81,6.21,overcast clouds,2025-09-04 16:11:10
Bangalore,26.48,26.48,69,5.3,overcast clouds,2025-09-04 16:11:10
Chennai,32.43,39.43,66,6.23,overcast clouds,2025-09-04 16:11:11
Kolkata,31.04,37.4,69,5.5,broken clouds,2025-09-04 16:11:11
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:11:11
Delhi,31.03,36.51,66,3.0,broken clouds,2025-09-04 16:11:41
Mumbai,27.01,29.48,77,3.79,overcast clouds,2025-09-04 16:11:41
Pune,23.95,24.57,83,3.93,overcast clouds,2025-09-04 16:11:41
Nagpur,26.7,29.16,81,6.21,overcast clouds,2025-09-04 16:11:41
Bangalore,26.48,26.48,69,5.3,overcast clouds,2025-09-04 16:11:41
Chennai,30.7,34.94,63,6.64,overcast clouds,2025-09-04 16:11:41
Kolkata,31.04,37.4,69,5.5,broken clouds,2025-09-04 16:11:41
Hyderabad,27.91,29.11,58,6.12,overcast clouds,2025-09-04 16:11:41
Delhi,31.03,36.51,66,3.0,broken clouds,2025-09-04 16:12:11
Mumbai,27.01,29.48,77,3.79,overcast clouds,2025-09-04 16:12:11
Pune,23.95,24.57,83,3.93,overcast clouds,2025-09-04 16:12:12
Nagpur,26.7,29.16,81,6.21,overcast clouds,2025-09-04 16:12:12
Bangalore,26.48,26.48,69,5.3,overcast clouds,2025-09-04 16:12:12
Chennai,30.7,34.94,63,6.64,overcast clouds,2025-09-04 16:12:12
Kolkata,31.04,37.4,69,5.5,broken clouds,2025-09-04 16:12:12
